ItemType,ReceivedQuantity,SoldQuantity,EndQuantity,LatestOrder,StockedOut,GroupID,MissedSales,Days,Weekday,National Holiday
Core,8.0,4.0,0.0,12,0,3.0,0.0,4.0,1,0
Core,8.0,6.0,0.0,15,0,3.0,0.0,4.0,1,0
Core,8.0,5.0,1.0,14,0,3.0,0.0,4.0,1,0
Core,6.0,4.0,0.0,13,0,3.0,0.0,4.0,1,0
Core,2.0,0.0,0.0,0,0,3.0,0.0,4.0,1,0
Unassigned,3.0,3.0,0.0,13,1,3.0,0.434975,4.0,1,0
Core,8.0,3.0,0.0,12,0,3.0,0.0,4.0,1,0
Core,4.0,3.0,0.0,18,1,3.0,0.11561,4.0,1,0
Core,8.0,2.0,8.0,10,0,3.0,0.0,4.0,1,0
Core,6.0,5.0,0.0,11,1,3.0,1.455018,4.0,1,0
Unassigned,2.0,2.0,0.0,9,1,3.0,1.763876,0.0,1,0
Unassigned,2.0,1.0,2.0,12,0,3.0,0.0,0.0,1,0
Core,6.0,6.0,0.0,10,1,3.0,1.954494,0.0,1,0
Core,4.0,4.0,0.0,11,1,3.0,1.528666,0.0,1,0
Core,6.0,6.0,0.0,18,1,3.0,0.193314,0.0,1,0
Core,6.0,6.0,0.0,12,1,3.0,1.477843,0.0,1,0
Core,6.0,6.0,0.0,13,1,3.0,0.973564,0.0,1,0
Core,2.0,0.0,0.0,0,0,3.0,0.0,0.0,1,0
Unassigned,3.0,1.0,2.0,17,0,3.0,0.0,0.0,1,0
Core,6.0,6.0,0.0,11,1,3.0,1.541429,0.0,1,0
Core,4.0,4.0,0.0,18,1,3.0,0.11561,0.0,1,0
Core,8.0,2.0,8.0,19,0,3.0,0.0,0.0,1,0
Core,6.0,6.0,0.0,15,1,3.0,0.620563,0.0,1,0
Unassigned,3.0,2.0,1.0,20,0,3.0,0.0,2.0,0,0
Unassigned,3.0,0.0,2.0,0,0,3.0,0.0,2.0,0,0
Core,9.0,5.0,0.0,10,0,3.0,0.0,2.0,0,0
Core,8.0,5.0,0.0,19,0,3.0,0.0,2.0,0,0
Core,12.0,7.0,0.0,13,0,3.0,0.0,2.0,0,0
Core,8.0,6.0,0.0,16,0,3.0,0.0,2.0,0,0
Core,6.0,6.0,0.0,11,1,3.0,1.476265,2.0,0,0
Core,2.0,2.0,0.0,15,1,3.0,0.738732,2.0,0,0
Unassigned,3.0,4.0,1.0,16,0,3.0,0.0,2.0,0,0
Core,6.0,6.0,0.0,13,1,3.0,0.984149,2.0,0,0
Core,6.0,4.0,0.0,16,0,3.0,0.0,2.0,0,0
Core,8.0,6.0,8.0,16,0,3.0,0.0,2.0,0,0
Core,8.0,7.0,0.0,14,1,3.0,0.779871,2.0,0,0
Unassigned,2.0,1.0,2.0,7,0,3.0,0.0,3.0,0,0
Unassigned,2.0,1.0,2.0,13,0,3.0,0.0,3.0,0,0
Core,6.0,4.0,0.0,12,0,3.0,0.0,3.0,0,0
Core,4.0,4.0,0.0,15,1,3.0,0.61373,3.0,0,0
Core,6.0,6.0,0.0,14,1,3.0,0.791434,3.0,0,0
Core,6.0,6.0,0.0,12,1,3.0,1.477843,3.0,0,0
Core,4.0,4.0,0.0,16,1,3.0,0.460654,3.0,0,0
Core,2.0,2.0,0.0,14,1,3.0,0.934827,3.0,0,0
Unassigned,2.0,2.0,0.0,17,1,3.0,0.119889,3.0,0,0
Core,4.0,3.0,0.0,10,1,3.0,2.02799,3.0,0,0
Core,4.0,4.0,0.0,19,1,3.0,0.062383,3.0,0,0
Core,8.0,6.0,8.0,14,0,3.0,0.0,3.0,0,0
Core,4.0,4.0,0.0,15,1,3.0,0.620563,3.0,0,0
Unassigned,2.0,2.0,0.0,11,0,3.0,0.0,1.0,1,0
Unassigned,2.0,1.0,2.0,12,0,3.0,0.0,1.0,1,0
Core,6.0,3.0,0.0,11,0,3.0,0.0,1.0,1,0
Core,8.0,8.0,0.0,17,1,3.0,0.296765,1.0,1,0
Core,6.0,4.0,0.0,15,0,3.0,0.0,1.0,1,0
Core,6.0,1.0,0.0,12,0,3.0,0.0,1.0,1,0
Core,6.0,5.0,0.0,18,1,3.0,0.219064,1.0,1,0
Core,2.0,0.0,0.0,0,0,3.0,0.0,1.0,1,0
Unassigned,2.0,2.0,0.0,10,1,3.0,1.130393,1.0,1,0
Core,6.0,2.0,0.0,12,0,3.0,0.0,1.0,1,0
Core,6.0,1.0,0.0,17,0,3.0,0.0,1.0,1,0
Core,8.0,4.0,8.0,15,0,3.0,0.0,1.0,1,0
Core,6.0,5.0,0.0,15,1,3.0,0.620563,1.0,1,0
Unassigned,2.0,1.0,0.0,7,1,3.0,2.085271,5.0,1,0
Unassigned,3.0,2.0,1.0,10,0,3.0,0.0,5.0,1,0
Core,6.0,2.0,0.0,10,0,3.0,0.0,5.0,1,0
Core,6.0,6.0,0.0,14,1,3.0,0.783774,5.0,1,0
Core,6.0,6.0,0.0,12,1,3.0,1.244284,5.0,1,0
Core,6.0,5.0,1.0,14,0,3.0,0.0,5.0,1,0
Core,4.0,4.0,0.0,10,1,3.0,1.930618,5.0,1,0
Core,2.0,1.0,0.0,15,1,3.0,0.738732,5.0,1,0
Unassigned,2.0,2.0,0.0,12,1,3.0,0.611476,5.0,1,0
Core,6.0,5.0,1.0,10,0,3.0,0.0,5.0,1,0
Core,4.0,2.0,1.0,15,0,3.0,0.0,5.0,1,0
Core,8.0,1.0,8.0,8,0,3.0,0.0,5.0,1,0
Core,6.0,5.0,0.0,16,1,3.0,0.461405,5.0,1,0
Unassigned,2.0,2.0,0.0,13,1,3.0,0.834225,6.0,1,0
Unassigned,2.0,2.0,1.0,10,0,3.0,0.0,6.0,1,0
Core,6.0,5.0,0.0,12,1,3.0,0.749616,6.0,1,0
Core,6.0,5.0,0.0,11,1,3.0,1.528666,6.0,1,0
Core,6.0,3.0,0.0,18,0,3.0,0.0,6.0,1,0
Core,6.0,4.0,0.0,15,0,3.0,0.0,6.0,1,0
Core,4.0,3.0,0.0,18,1,3.0,0.219064,6.0,1,0
Core,2.0,0.0,0.0,0,0,3.0,0.0,6.0,1,0
Unassigned,2.0,3.0,0.0,8,1,3.0,1.830691,6.0,1,0
Core,6.0,4.0,0.0,21,0,3.0,0.0,6.0,1,0
Core,6.0,6.0,0.0,16,1,3.0,0.258101,6.0,1,0
Core,8.0,6.0,8.0,18,0,3.0,0.0,6.0,1,0
Core,6.0,6.0,0.0,18,1,3.0,0.214485,6.0,1,0
Unassigned,4.0,4.0,0.0,14,1,3.0,0.616058,4.0,1,0
Unassigned,1.0,2.0,0.0,19,1,3.0,0.041062,4.0,1,0
Core,6.0,3.0,0.0,13,0,3.0,0.0,4.0,1,0
Core,6.0,5.0,0.0,12,1,3.0,1.19203,4.0,1,0
Core,6.0,4.0,2.0,12,0,3.0,0.0,4.0,1,0
Core,6.0,8.0,-2.0,13,0,3.0,0.0,4.0,1,0
Core,4.0,4.0,0.0,10,1,3.0,1.930618,4.0,1,0
Core,2.0,0.0,0.0,0,0,3.0,0.0,4.0,1,0
Unassigned,3.0,2.0,1.0,18,0,3.0,0.0,4.0,1,0
Core,4.0,3.0,1.0,11,0,3.0,0.0,4.0,1,0
Core,4.0,2.0,0.0,12,0,3.0,0.0,4.0,1,0
Core,8.0,2.0,8.0,12,0,3.0,0.0,4.0,1,0
Core,6.0,4.0,0.0,12,0,3.0,0.0,4.0,1,0
Unassigned,3.0,0.0,3.0,17,0,3.0,0.0,0.0,1,0
Unassigned,3.0,1.0,2.0,8,0,3.0,0.0,0.0,1,0
Core,6.0,2.0,4.0,11,0,3.0,0.0,0.0,1,0
Core,6.0,0.0,6.0,18,0,3.0,0.0,0.0,1,0
Core,8.0,2.0,8.0,13,0,3.0,0.0,0.0,1,0
Core,8.0,0.0,6.0,17,0,3.0,0.0,0.0,1,0
Core,8.0,2.0,6.0,13,0,3.0,0.0,0.0,1,0
Core,2.0,0.0,2.0,21,0,3.0,0.0,0.0,1,0
Unassigned,2.0,1.0,2.0,10,0,3.0,0.0,0.0,1,0
Core,8.0,3.0,6.0,16,0,3.0,0.0,0.0,1,0
Core,6.0,0.0,6.0,18,0,3.0,0.0,0.0,1,0
Core,8.0,1.0,15.0,13,0,3.0,0.0,0.0,1,0
Core,6.0,1.0,5.0,15,0,3.0,0.0,0.0,1,0
Unassigned,2.0,0.0,2.0,0,0,3.0,0.0,2.0,0,0
Unassigned,2.0,1.0,2.0,10,0,3.0,0.0,2.0,0,0
Core,6.0,6.0,0.0,14,1,3.0,0.334903,2.0,0,0
Core,6.0,4.0,0.0,12,0,3.0,0.0,2.0,0,0
Core,8.0,6.0,0.0,16,0,3.0,0.0,2.0,0,0
Core,6.0,6.0,0.0,20,1,3.0,0.07222,2.0,0,0
Core,6.0,5.0,0.0,12,1,3.0,1.176041,2.0,0,0
Core,2.0,2.0,0.0,17,1,3.0,0.380851,2.0,0,0
Unassigned,3.0,1.0,2.0,11,0,3.0,0.0,2.0,0,0
Core,6.0,3.0,0.0,19,0,3.0,0.0,2.0,0,0
Core,6.0,6.0,0.0,16,1,3.0,0.258101,2.0,0,0
Core,8.0,5.0,8.0,14,0,3.0,0.0,2.0,0,0
Core,8.0,5.0,0.0,16,0,3.0,0.0,2.0,0,0
Unassigned,2.0,3.0,2.0,16,0,3.0,0.0,3.0,0,0
Unassigned,1.0,1.0,1.0,12,0,3.0,0.0,3.0,0,0
Core,6.0,6.0,0.0,10,1,3.0,1.954494,3.0,0,0
Core,6.0,6.0,0.0,13,1,3.0,0.97086,3.0,0,0
Core,8.0,7.0,0.0,16,1,3.0,0.441586,3.0,0,0
Core,8.0,6.0,0.0,17,0,3.0,0.0,3.0,0,0
Core,4.0,2.0,0.0,14,0,3.0,0.0,3.0,0,0
Core,0.0,0.0,0.0,0,0,3.0,0.0,3.0,0,0
Unassigned,2.0,0.0,2.0,0,0,3.0,0.0,3.0,0,0
Core,6.0,3.0,0.0,19,0,3.0,0.0,3.0,0,0
Core,6.0,3.0,0.0,11,0,3.0,0.0,3.0,0,0
Core,8.0,4.0,8.0,18,0,3.0,0.0,3.0,0,0
Core,6.0,6.0,0.0,13,1,3.0,0.946537,3.0,0,0
Unassigned,3.0,2.0,1.0,12,0,3.0,0.0,1.0,1,0
Unassigned,2.0,3.0,1.0,12,0,3.0,0.0,1.0,1,0
Core,6.0,4.0,0.0,13,0,3.0,0.0,1.0,1,0
Core,8.0,5.0,0.0,14,0,3.0,0.0,1.0,1,0
Core,6.0,5.0,0.0,12,1,3.0,1.244284,1.0,1,0
Core,6.0,5.0,0.0,11,1,3.0,1.88122,1.0,1,0
Core,6.0,6.0,0.0,9,1,3.0,2.496683,1.0,1,0
Core,2.0,1.0,0.0,13,1,3.0,1.104571,1.0,1,0
Unassigned,3.0,3.0,2.0,12,0,3.0,0.0,1.0,1,0
Core,6.0,2.0,0.0,8,0,3.0,0.0,1.0,1,0
Core,4.0,4.0,0.0,11,1,3.0,1.035724,1.0,1,0
Core,8.0,3.0,8.0,16,0,3.0,0.0,1.0,1,0
Core,6.0,5.0,0.0,20,0,3.0,0.0,1.0,1,0
Unassigned,2.0,1.0,2.0,14,0,3.0,0.0,5.0,1,0
Unassigned,2.0,2.0,1.0,12,0,3.0,0.0,5.0,1,0
Core,6.0,0.0,6.0,0,0,3.0,0.0,5.0,1,0
Core,6.0,2.0,4.0,8,0,3.0,0.0,5.0,1,0
Core,8.0,10.0,-4.0,9,0,3.0,0.0,5.0,1,0
Core,6.0,6.0,0.0,12,1,3.0,1.477843,5.0,1,0
Core,6.0,4.0,0.0,17,0,3.0,0.0,5.0,1,0
Core,2.0,1.0,0.0,10,1,3.0,1.478216,5.0,1,0
Unassigned,2.0,4.0,0.0,20,1,3.0,0.02785,5.0,1,0
Core,6.0,5.0,1.0,18,0,3.0,0.0,5.0,1,0
Core,6.0,5.0,1.0,14,0,3.0,0.0,5.0,1,0
Core,8.0,2.0,8.0,13,0,3.0,0.0,5.0,1,0
Core,6.0,8.0,-6.0,13,0,3.0,0.0,5.0,1,0
Unassigned,2.0,1.0,1.0,20,0,3.0,0.0,6.0,1,0
Unassigned,2.0,2.0,0.0,19,1,3.0,0.041062,6.0,1,0
Core,6.0,0.0,0.0,0,0,3.0,0.0,6.0,1,0
Core,6.0,3.0,0.0,12,0,3.0,0.0,6.0,1,0
Core,8.0,6.0,0.0,11,0,3.0,0.0,6.0,1,0
Core,6.0,6.0,0.0,13,1,3.0,1.212679,6.0,1,0
Core,6.0,4.0,0.0,15,0,3.0,0.0,6.0,1,0
Core,2.0,0.0,0.0,0,0,3.0,0.0,6.0,1,0
Unassigned,3.0,3.0,0.0,12,1,3.0,0.611476,6.0,1,0
Core,6.0,3.0,0.0,13,0,3.0,0.0,6.0,1,0
Core,6.0,4.0,0.0,14,0,3.0,0.0,6.0,1,0
Core,8.0,2.0,8.0,11,0,3.0,0.0,6.0,1,0
Core,8.0,3.0,0.0,18,0,3.0,0.0,6.0,1,0
Unassigned,3.0,2.0,1.0,11,0,3.0,0.0,4.0,1,0
Unassigned,2.0,2.0,0.0,11,1,3.0,0.659448,4.0,1,0
Core,6.0,0.0,0.0,0,0,3.0,0.0,4.0,1,0
Core,6.0,5.0,0.0,19,1,3.0,0.11456,4.0,1,0
Core,8.0,8.0,0.0,16,1,3.0,0.441586,4.0,1,0
Core,6.0,6.0,0.0,17,1,3.0,0.401947,4.0,1,0
Core,6.0,6.0,0.0,17,1,3.0,0.324919,4.0,1,0
Core,2.0,0.0,0.0,0,0,3.0,0.0,4.0,1,0
Unassigned,2.0,0.0,2.0,0,0,3.0,0.0,4.0,1,0
Core,6.0,4.0,0.0,12,0,3.0,0.0,4.0,1,0
Core,6.0,6.0,0.0,16,1,3.0,0.258101,4.0,1,0
Core,8.0,3.0,8.0,15,0,3.0,0.0,4.0,1,0
Core,8.0,7.0,0.0,20,0,3.0,0.0,4.0,1,0
Unassigned,3.0,3.0,1.0,18,0,3.0,0.0,0.0,1,0
Unassigned,2.0,0.0,2.0,0,0,3.0,0.0,0.0,1,0
Core,6.0,4.0,0.0,10,0,3.0,0.0,0.0,1,0
Core,6.0,6.0,0.0,10,1,3.0,2.060422,0.0,1,0
Core,6.0,7.0,0.0,12,1,3.0,1.244284,0.0,1,0
Core,6.0,5.0,0.0,12,1,3.0,1.477843,0.0,1,0
Core,4.0,4.0,0.0,8,1,3.0,3.093304,0.0,1,0
Core,2.0,2.0,0.0,15,1,3.0,0.738732,0.0,1,0
Unassigned,3.0,2.0,2.0,10,0,3.0,0.0,0.0,1,0
Core,8.0,7.0,0.0,18,1,3.0,0.233403,0.0,1,0
Core,6.0,6.0,0.0,15,1,3.0,0.356373,0.0,1,0
Core,8.0,5.0,8.0,14,0,3.0,0.0,0.0,1,0
Core,6.0,6.0,0.0,9,1,3.0,2.516878,0.0,1,0
Unassigned,3.0,0.0,3.0,0,0,3.0,0.0,2.0,0,0
Unassigned,2.0,3.0,0.0,12,1,3.0,0.496536,2.0,0,0
Core,3.0,3.0,0.0,10,1,3.0,1.954494,2.0,0,0
Core,6.0,6.0,0.0,11,1,3.0,1.528666,2.0,0,0
Core,6.0,3.0,0.0,18,0,3.0,0.0,2.0,0,0
Core,6.0,3.0,0.0,13,0,3.0,0.0,2.0,0,0
Core,6.0,4.0,0.0,19,0,3.0,0.0,2.0,0,0
Core,2.0,2.0,0.0,13,1,3.0,1.104571,2.0,0,0
Unassigned,3.0,2.0,3.0,17,0,3.0,0.0,2.0,0,0
Core,6.0,4.0,0.0,11,0,3.0,0.0,2.0,0,0
Core,8.0,5.0,0.0,18,0,3.0,0.0,2.0,0,0
Core,8.0,7.0,8.0,18,0,3.0,0.0,2.0,0,0
Core,6.0,4.0,0.0,19,0,3.0,0.0,2.0,0,0
Unassigned,2.0,1.0,2.0,18,0,3.0,0.0,3.0,0,0
Unassigned,2.0,1.0,1.0,10,0,3.0,0.0,3.0,0,0
Core,3.0,3.0,0.0,10,1,3.0,1.954494,3.0,0,0
Core,6.0,6.0,0.0,16,1,3.0,0.431449,3.0,0,0
Core,8.0,6.0,0.0,15,0,3.0,0.0,3.0,0,0
Core,8.0,5.0,0.0,16,0,3.0,0.0,3.0,0,0
Core,4.0,4.0,0.0,8,1,3.0,3.093304,3.0,0,0
Core,2.0,0.0,0.0,0,0,3.0,0.0,3.0,0,0
Unassigned,2.0,2.0,2.0,10,0,3.0,0.0,3.0,0,0
Core,6.0,1.0,0.0,8,0,3.0,0.0,3.0,0,0
Core,6.0,5.0,0.0,19,1,3.0,0.062383,3.0,0,0
Core,8.0,5.0,8.0,19,0,3.0,0.0,3.0,0,0
Core,8.0,4.0,0.0,20,0,3.0,0.0,3.0,0,0
Unassigned,2.0,0.0,2.0,0,0,3.0,0.0,1.0,1,1
Unassigned,3.0,4.0,0.0,14,1,3.0,0.26358,1.0,1,1
Core,6.0,3.0,0.0,10,0,3.0,0.0,1.0,1,1
Core,6.0,3.0,0.0,17,0,3.0,0.0,1.0,1,1
Core,6.0,3.0,0.0,17,0,3.0,0.0,1.0,1,1
Core,6.0,7.0,0.0,8,1,3.0,3.972509,1.0,1,1
Core,6.0,5.0,0.0,16,1,3.0,0.460654,1.0,1,1
Core,2.0,0.0,0.0,0,0,3.0,0.0,1.0,1,1
Unassigned,3.0,5.0,0.0,12,1,3.0,0.611476,1.0,1,1
Core,4.0,4.0,0.0,11,1,3.0,1.541429,1.0,1,1
Core,6.0,6.0,0.0,13,1,3.0,0.582723,1.0,1,1
Core,8.0,6.0,8.0,18,0,3.0,0.0,1.0,1,1
Core,6.0,6.0,0.0,17,1,3.0,0.320115,1.0,1,1
Unassigned,2.0,4.0,0.0,14,1,3.0,0.616058,5.0,1,0
Unassigned,2.0,0.0,2.0,0,0,3.0,0.0,5.0,1,0
Core,6.0,5.0,0.0,14,1,3.0,0.334903,5.0,1,0
Core,6.0,6.0,0.0,13,1,3.0,0.97086,5.0,1,0
Core,10.0,4.0,1.0,16,0,3.0,0.0,5.0,1,0
Core,8.0,4.0,1.0,20,0,3.0,0.0,5.0,1,0
Core,6.0,3.0,0.0,15,0,3.0,0.0,5.0,1,0
Core,2.0,0.0,0.0,0,0,3.0,0.0,5.0,1,0
Unassigned,2.0,2.0,0.0,12,1,3.0,0.611476,5.0,1,0
Core,6.0,4.0,0.0,9,0,3.0,0.0,5.0,1,0
Core,6.0,4.0,0.0,12,0,3.0,0.0,5.0,1,0
Core,8.0,1.0,8.0,7,0,3.0,0.0,5.0,1,0
Core,8.0,5.0,0.0,16,0,3.0,0.0,5.0,1,0
Unassigned,2.0,2.0,0.0,11,1,3.0,1.348112,6.0,1,0
Unassigned,2.0,2.0,0.0,8,0,3.0,0.0,6.0,1,0
Core,6.0,3.0,0.0,17,0,3.0,0.0,6.0,1,0
Core,6.0,6.0,0.0,11,1,3.0,1.528666,6.0,1,0
Core,8.0,3.0,0.0,18,0,3.0,0.0,6.0,1,0
Core,8.0,4.0,0.0,18,0,3.0,0.0,6.0,1,0
Core,6.0,5.0,0.0,12,1,3.0,1.176041,6.0,1,0
Core,2.0,1.0,0.0,15,1,3.0,0.738732,6.0,1,0
Unassigned,3.0,2.0,1.0,16,0,3.0,0.0,6.0,1,0
Core,6.0,4.0,0.0,9,0,3.0,0.0,6.0,1,0
Core,6.0,5.0,0.0,18,1,3.0,0.11561,6.0,1,0
Core,8.0,4.0,8.0,19,0,3.0,0.0,6.0,1,0
Core,6.0,3.0,0.0,13,0,3.0,0.0,6.0,1,0
Unassigned,2.0,2.0,0.0,12,1,3.0,1.105771,4.0,1,0
Unassigned,2.0,0.0,2.0,0,0,3.0,0.0,4.0,1,0
Core,6.0,6.0,0.0,13,1,3.0,0.498115,4.0,1,0
Core,6.0,5.0,0.0,13,1,3.0,0.97086,4.0,1,0
Core,8.0,4.0,0.0,19,0,3.0,0.0,4.0,1,0
Core,8.0,6.0,0.0,12,0,3.0,0.0,4.0,1,0
Core,6.0,5.0,0.0,14,1,3.0,0.804946,4.0,1,0
Core,2.0,0.0,-1.0,0,0,3.0,0.0,4.0,1,0
Unassigned,3.0,1.0,3.0,12,0,3.0,0.0,4.0,1,0
Core,6.0,6.0,0.0,13,1,3.0,0.984149,4.0,1,0
Core,6.0,3.0,1.0,10,0,3.0,0.0,4.0,1,0
Core,8.0,5.0,8.0,12,0,3.0,0.0,4.0,1,0
Core,6.0,4.0,0.0,10,0,3.0,0.0,4.0,1,0
Unassigned,3.0,2.0,2.0,19,0,3.0,0.0,0.0,1,0
Unassigned,2.0,3.0,1.0,11,0,3.0,0.0,0.0,1,0
Core,6.0,5.0,0.0,10,1,3.0,1.954494,0.0,1,0
Core,6.0,6.0,0.0,14,1,3.0,0.783774,0.0,1,0
Core,8.0,4.0,0.0,10,0,3.0,0.0,0.0,1,0
Core,6.0,5.0,0.0,18,0,3.0,0.0,0.0,1,0
Core,6.0,5.0,0.0,21,1,3.0,0.02207,0.0,1,0
Core,2.0,2.0,0.0,14,1,3.0,0.934827,0.0,1,0
Unassigned,2.0,0.0,0.0,0,0,3.0,0.0,0.0,1,0
Core,6.0,5.0,0.0,21,1,3.0,0.022295,0.0,1,0
Core,8.0,4.0,0.0,21,0,3.0,0.0,0.0,1,0
Core,8.0,7.0,8.0,20,0,3.0,0.0,0.0,1,0
Core,8.0,9.0,0.0,16,1,3.0,0.461405,0.0,1,0
Unassigned,3.0,4.0,0.0,18,1,3.0,0.143914,2.0,0,0
Unassigned,4.0,1.0,4.0,7,0,3.0,0.0,2.0,0,0
Core,6.0,6.0,0.0,12,1,3.0,0.749616,2.0,0,0
Core,8.0,9.0,0.0,12,1,3.0,1.19203,2.0,0,0
Core,8.0,2.0,0.0,16,0,3.0,0.0,2.0,0,0
Core,8.0,5.0,0.0,16,0,3.0,0.0,2.0,0,0
Core,6.0,6.0,0.0,14,1,3.0,0.804946,2.0,0,0
Core,4.0,2.0,0.0,16,0,3.0,0.0,2.0,0,0
Unassigned,3.0,2.0,1.0,11,0,3.0,0.0,2.0,0,0
Core,6.0,5.0,0.0,12,1,3.0,1.206445,2.0,0,0
Core,6.0,6.0,0.0,20,1,3.0,0.026273,2.0,0,0
Core,8.0,6.0,8.0,15,0,3.0,0.0,2.0,0,0
Core,8.0,6.0,0.0,18,0,3.0,0.0,2.0,0,0
Unassigned,2.0,1.0,1.0,12,0,3.0,0.0,3.0,0,0
Unassigned,3.0,0.0,3.0,0,0,3.0,0.0,3.0,0,0
Core,6.0,5.0,0.0,11,1,3.0,1.188279,3.0,0,0
Core,6.0,6.0,0.0,17,1,3.0,0.296765,3.0,0,0
Core,8.0,8.0,0.0,13,1,3.0,0.982799,3.0,0,0
Core,6.0,6.0,0.0,17,1,3.0,0.401947,3.0,0,0
Core,6.0,5.0,0.0,16,1,3.0,0.460654,3.0,0,0
Core,2.0,0.0,0.0,0,0,3.0,0.0,3.0,0,0
Unassigned,2.0,0.0,2.0,0,0,3.0,0.0,3.0,0,0
Core,6.0,4.0,0.0,11,0,3.0,0.0,3.0,0,0
Core,6.0,5.0,0.0,18,1,3.0,0.11561,3.0,0,0
Core,8.0,6.0,8.0,15,0,3.0,0.0,3.0,0,0
Core,6.0,4.0,0.0,15,0,3.0,0.0,3.0,0,0
Unassigned,3.0,1.0,3.0,13,0,3.0,0.0,1.0,1,0
Unassigned,3.0,2.0,3.0,13,0,3.0,0.0,1.0,1,0
Core,6.0,2.0,0.0,10,0,3.0,0.0,1.0,1,0
Core,6.0,6.0,0.0,18,1,3.0,0.197367,1.0,1,0
Core,8.0,7.0,0.0,18,1,3.0,0.193314,1.0,1,0
Core,8.0,7.0,0.0,17,1,3.0,0.401947,1.0,1,0
Core,6.0,6.0,0.0,18,1,3.0,0.219064,1.0,1,0
Core,0.0,0.0,0.0,0,0,3.0,0.0,1.0,1,0
Unassigned,4.0,2.0,4.0,10,0,3.0,0.0,1.0,1,0
Core,6.0,5.0,0.0,9,1,3.0,2.689025,1.0,1,0
Core,6.0,3.0,0.0,12,0,3.0,0.0,1.0,1,0
Core,8.0,6.0,8.0,16,0,3.0,0.0,1.0,1,0
Core,8.0,5.0,0.0,16,0,3.0,0.0,1.0,1,0
Unassigned,3.0,1.0,3.0,15,0,3.0,0.0,5.0,1,0
Unassigned,2.0,2.0,2.0,9,0,3.0,0.0,5.0,1,0
Core,6.0,1.0,0.0,7,0,3.0,0.0,5.0,1,0
Core,6.0,3.0,0.0,14,0,3.0,0.0,5.0,1,0
Core,6.0,3.0,0.0,12,0,3.0,0.0,5.0,1,0
Core,6.0,6.0,0.0,11,1,3.0,1.88122,5.0,1,0
Core,6.0,3.0,1.0,15,0,3.0,0.0,5.0,1,0
Core,2.0,1.0,0.0,14,1,3.0,0.934827,5.0,1,0
Unassigned,3.0,4.0,3.0,12,0,3.0,0.0,5.0,1,0
Core,6.0,4.0,0.0,20,0,3.0,0.0,5.0,1,0
Core,6.0,3.0,0.0,12,0,3.0,0.0,5.0,1,0
Core,8.0,4.0,8.0,13,0,3.0,0.0,5.0,1,0
Core,6.0,4.0,0.0,15,0,3.0,0.0,5.0,1,0
Unassigned,3.0,1.0,3.0,7,0,3.0,0.0,6.0,1,0
Unassigned,2.0,2.0,2.0,19,0,3.0,0.0,6.0,1,0
Core,6.0,4.0,0.0,16,0,3.0,0.0,6.0,1,0
Core,6.0,2.0,0.0,10,0,3.0,0.0,6.0,1,0
Core,6.0,6.0,0.0,17,1,3.0,0.303073,6.0,1,0
Core,6.0,6.0,0.0,14,1,3.0,0.998266,6.0,1,0
Core,6.0,6.0,0.0,16,1,3.0,0.460654,6.0,1,0
Core,2.0,2.0,0.0,21,1,3.0,0.021245,6.0,1,0
Unassigned,2.0,2.0,2.0,10,0,3.0,0.0,6.0,1,0
Core,6.0,6.0,0.0,12,1,3.0,1.206445,6.0,1,0
Core,6.0,2.0,0.0,10,0,3.0,0.0,6.0,1,0
Core,8.0,3.0,8.0,19,0,3.0,0.0,6.0,1,0
Core,6.0,5.0,0.0,19,1,3.0,0.131753,6.0,1,0
Unassigned,2.0,1.0,2.0,16,0,3.0,0.0,4.0,1,0
Unassigned,2.0,0.0,2.0,0,0,3.0,0.0,4.0,1,0
Core,6.0,1.0,4.0,9,0,3.0,0.0,4.0,1,0
Core,6.0,6.0,0.0,13,1,3.0,0.97086,4.0,1,0
Core,6.0,4.0,-1.0,16,0,3.0,0.0,4.0,1,0
Core,6.0,3.0,0.0,14,0,3.0,0.0,4.0,1,0
Core,6.0,6.0,0.0,18,1,3.0,0.219064,4.0,1,0
Core,2.0,2.0,0.0,16,1,3.0,0.536481,4.0,1,0
Unassigned,2.0,3.0,1.0,16,0,3.0,0.0,4.0,1,0
Core,8.0,2.0,0.0,11,0,3.0,0.0,4.0,1,0
Core,6.0,2.0,1.0,12,0,3.0,0.0,4.0,1,0
Core,8.0,5.0,8.0,10,0,3.0,0.0,4.0,1,0
Core,6.0,1.0,2.0,14,0,3.0,0.0,4.0,1,0
Unassigned,2.0,2.0,2.0,19,0,3.0,0.0,0.0,1,0
Unassigned,2.0,0.0,2.0,0,0,3.0,0.0,0.0,1,0
Core,6.0,2.0,0.0,7,0,3.0,0.0,0.0,1,0
Core,6.0,5.0,0.0,16,1,3.0,0.431449,0.0,1,0
Core,6.0,6.0,0.0,10,1,3.0,2.39248,0.0,1,0
Core,6.0,6.0,0.0,14,1,3.0,0.998266,0.0,1,0
Core,6.0,3.0,0.0,18,0,3.0,0.0,0.0,1,0
Core,2.0,2.0,0.0,12,1,3.0,1.249915,0.0,1,0
Unassigned,3.0,1.0,3.0,11,0,3.0,0.0,0.0,1,0
Core,6.0,6.0,0.0,20,1,3.0,0.070192,0.0,1,0
Core,6.0,1.0,0.0,9,0,3.0,0.0,0.0,1,0
Core,8.0,7.0,8.0,16,0,3.0,0.0,0.0,1,0
